Afghani,African,American,Andhra,Arabian,Armenian,Asian,Assamese,Australian,Awadhi,BBQ,Bakery,Bengali,Beverages,Bihari,Biryani,British,Burger,Burmese,Cafe,Cafe Food,Cantonese,Charcoal Chicken,Chettinad,Chinese,Coffee,Continental,Desserts,Dumplings,Ethiopian,European,Fast Food,Finger Food,Fish and Chips,French,Goan,Greek,Gujarati,Healthy Food,Hyderabadi,Ice Cream,Indian,Indonesian,Iranian,Italian,Japanese,Juices,Kashmiri,Kebab,Kerala,Korean,Lebanese,Lucknowi,Maharashtrian,Malaysian,Mangalorean,Mediterranean,Mexican,Middle Eastern,Mithai,Modern Indian,Moroccan,Mughlai,Naga,Nepalese,North Eastern,North Indian,Oriental,Oriya,Paan,Pakistani,Pan Asian,Parsi,Patisserie,Pizza,Pok̩,Portuguese,Rajasthani,Raw Meats,Rolls,Russian,Salad,Sandwich,Seafood,Singaporean,South American,South Indian,Spanish,Sri Lankan,Steak,Street Food,Sushi,Tea,Tex-Mex,Thai,Tibetan,Turkish,Vegetarian,Vietnamese,Wraps
22,2,96,4,10,1,139,10,1,12,17,607,29,196,7,172,2,101,1,419,1,2,2,3,2503,1,581,455,1,2,82,1471,97,1,9,4,1,5,94,16,109,3988,2,3,535,65,34,15,121,16,13,36,6,8,12,2,44,62,9,328,18,1,885,9,8,14,3404,3,2,1,1,4,2,2,207,2,1,8,38,194,1,112,43,51,1,1,528,5,1,1,520,19,14,6,147,40,6,1,13,4
