ENTIRE APARTMENT ,ENTIRE BED & BREAKFAST ,ENTIRE CONDOMINIUM ,ENTIRE GUEST SUITE ,ENTIRE GUESTHOUSE ,ENTIRE HOUSE ,ENTIRE LOFT ,ENTIRE SERVICED APARTMENT ,ENTIRE TOWNHOUSE ,ENTIRE VILLA ,FARM STAY ,HOTEL ROOM ,PRIVATE ROOM ,SHARED ROOM 
98,1,1,3,2,11,1,16,1,2,1,7,160,14
