Bakery,Bar,Beverage Shop,Cafe,Casual Dining,Club,Cocktail Bar,Confectionery,Dessert Parlor,Dhaba,Fine Dining,Food Court,Food Truck,Kiosk,Lounge,Meat Shop,None,Paan Shop,Pub,Quick Bites,Sweet Shop
502,88,48,392,1041,10,2,3,198,210,163,37,21,45,140,31,1687,1,13,2354,215
